address,paon,saon,street,locality,town,postcode,district,propertyType,estateId,estate,estateClassification,estateType,estateRuleId,estateRegistryVersion,estateEvidenceStatus,estateReviewStatus,price,date,market,category
"DOWNS RYSE, NORTHDOWN LANE, GUILDFORD, GU1 3TS",DOWNS RYSE,,NORTHDOWN LANE,,GUILDFORD,GU1 3TS,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2007-05-01,guildford-district,A
"RANMORE COURT, HOGDEN LANE, RANMORE COMMON, DORKING, RH5 6SY",RANMORE COURT,,HOGDEN LANE,RANMORE COMMON,DORKING,RH5 6SY,Mole Valley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4501000,2007-04-30,mole-valley,A
"WHITE HOUSE, GOLF CLUB ROAD, WEYBRIDGE, WEYBRIDGE, KT13 0NJ",WHITE HOUSE,,GOLF CLUB ROAD,WEYBRIDGE,WEYBRIDGE,KT13 0NJ,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:golf-club-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4300000,2007-04-30,elmbridge-prime,A
"HERONSPOOL, ACCOMMODATION ROAD, LONGCROSS, CHERTSEY, KT16 0EJ",HERONSPOOL,,ACCOMMODATION ROAD,LONGCROSS,CHERTSEY,KT16 0EJ,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3750000,2007-03-28,runnymede-wentworth,A
"LONG MILE, OLD AVENUE, WEYBRIDGE, WEYBRIDGE, KT13 0PY",LONG MILE,,OLD AVENUE,WEYBRIDGE,WEYBRIDGE,KT13 0PY,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4060000,2007-03-20,elmbridge-prime,A
"THE RED LODGE, BISHOPSGATE ROAD, ENGLEFIELD GREEN, EGHAM, TW20 0YJ",THE RED LODGE,,BISHOPSGATE ROAD,ENGLEFIELD GREEN,EGHAM,TW20 0YJ,Runnymede,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4850000,2007-03-16,runnymede-wentworth,A
"WOODSOME CORNER, EAST ROAD, WEYBRIDGE, WEYBRIDGE, KT13 0LD",WOODSOME CORNER,,EAST ROAD,WEYBRIDGE,WEYBRIDGE,KT13 0LD,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:east-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3850000,2007-03-09,elmbridge-prime,A
"CATALINA, PORTNALL RISE, VIRGINIA WATER, VIRGINIA WATER, GU25 4JZ",CATALINA,,PORTNALL RISE,VIRGINIA WATER,VIRGINIA WATER,GU25 4JZ,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:portnall-rise:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4450000,2007-03-01,runnymede-wentworth,A
"WHITE HOUSE, GOLF CLUB ROAD, WEYBRIDGE, WEYBRIDGE, KT13 0NJ",WHITE HOUSE,,GOLF CLUB ROAD,WEYBRIDGE,WEYBRIDGE,KT13 0NJ,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:golf-club-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3300000,2007-03-01,elmbridge-prime,A
"7, KINGS WARREN, OXSHOTT, LEATHERHEAD, KT22 0PE",7,,KINGS WARREN,OXSHOTT,LEATHERHEAD,KT22 0PE,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2007-03-01,elmbridge-prime,A
"REYNWOOD, NORTH DRIVE, VIRGINIA WATER, VIRGINIA WATER, GU25 4NQ",REYNWOOD,,NORTH DRIVE,VIRGINIA WATER,VIRGINIA WATER,GU25 4NQ,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:north-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3000000,2007-02-09,runnymede-wentworth,A
"12, SPICERS FIELD, OXSHOTT, LEATHERHEAD, KT22 0UT",12,,SPICERS FIELD,OXSHOTT,LEATHERHEAD,KT22 0UT,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3450000,2007-01-26,elmbridge-prime,A
"HATTON HOUSE, HATTON HILL, WINDLESHAM, WINDLESHAM, GU20 6AB",HATTON HOUSE,,HATTON HILL,WINDLESHAM,WINDLESHAM,GU20 6AB,Surrey Heath,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4500000,2007-01-19,surrey-heath,A
"THE WHITE HOUSE, SUNNINGHILL ROAD, WINDLESHAM, GU20 6PP",THE WHITE HOUSE,,SUNNINGHILL ROAD,,WINDLESHAM,GU20 6PP,Surrey Heath,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3500000,2007-01-19,surrey-heath,A
"KENWOOD, WOOD LANE, WEYBRIDGE, WEYBRIDGE, KT13 0JU",KENWOOD,,WOOD LANE,WEYBRIDGE,WEYBRIDGE,KT13 0JU,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:wood-lane:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,5800000,2007-01-15,elmbridge-prime,A
"CORNERWAYS, WEST ROAD, WEYBRIDGE, WEYBRIDGE, KT13 0LY",CORNERWAYS,,WEST ROAD,WEYBRIDGE,WEYBRIDGE,KT13 0LY,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:west-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4425000,2007-01-05,elmbridge-prime,A
"KINGS COPSE, WAVERLEY DRIVE, VIRGINIA WATER, VIRGINIA WATER, GU25 4PZ",KINGS COPSE,,WAVERLEY DRIVE,VIRGINIA WATER,VIRGINIA WATER,GU25 4PZ,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:waverley-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3350000,2006-12-15,runnymede-wentworth,A
"49, MEADWAY, ESHER, ESHER, KT10 9HG",49,,MEADWAY,ESHER,ESHER,KT10 9HG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2006-12-12,elmbridge-prime,A
"HAWTHORNE HOUSE, 6, ABBOTSWOOD DRIVE, WEYBRIDGE, WEYBRIDGE, KT13 0LT","HAWTHORNE HOUSE, 6",,ABBOTSWOOD DRIVE,WEYBRIDGE,WEYBRIDGE,KT13 0LT,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:abbotswood-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3510000,2006-12-11,elmbridge-prime,A
"MOUNT HOUSE, WAVERLEY DRIVE, VIRGINIA WATER, VIRGINIA WATER, GU25 4PZ",MOUNT HOUSE,,WAVERLEY DRIVE,VIRGINIA WATER,VIRGINIA WATER,GU25 4PZ,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:waverley-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,7100000,2006-11-16,runnymede-wentworth,A
"11, WOLSEY ROAD, EAST MOLESEY, EAST MOLESEY, KT8 9EL",11,,WOLSEY ROAD,EAST MOLESEY,EAST MOLESEY,KT8 9EL,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,6500000,2006-11-01,elmbridge-prime,A
"7, SANDOWN AVENUE, ESHER, ESHER, KT10 9NT",7,,SANDOWN AVENUE,ESHER,ESHER,KT10 9NT,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3250000,2006-10-31,elmbridge-prime,A
"STEPSTILE MEADOW, FLANCHFORD ROAD, REIGATE, REIGATE, RH2 8QZ",STEPSTILE MEADOW,,FLANCHFORD ROAD,REIGATE,REIGATE,RH2 8QZ,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3250000,2006-10-25,reigate-banstead,A
"14, BIRDS HILL DRIVE, OXSHOTT, LEATHERHEAD, KT22 0SP",14,,BIRDS HILL DRIVE,OXSHOTT,LEATHERHEAD,KT22 0SP,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4300000,2006-10-19,elmbridge-prime,A
"GRAYSHURST, HIGHERCOMBE ROAD, HASLEMERE, HASLEMERE, GU27 2LH",GRAYSHURST,,HIGHERCOMBE ROAD,HASLEMERE,HASLEMERE,GU27 2LH,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4300000,2006-10-18,waverley-south-surrey,A
"16, BLACKHILLS, ESHER, ESHER, KT10 9JW",16,,BLACKHILLS,ESHER,ESHER,KT10 9JW,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3300000,2006-10-17,elmbridge-prime,A
"LITTLEWOOD, EAST DRIVE, VIRGINIA WATER, GU25 4JY",LITTLEWOOD,,EAST DRIVE,,VIRGINIA WATER,GU25 4JY,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:east-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,6450000,2006-10-04,runnymede-wentworth,A
"6, CLAREMONT PARK ROAD, ESHER, ESHER, KT10 9LT",6,,CLAREMONT PARK ROAD,ESHER,ESHER,KT10 9LT,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4400000,2006-10-03,elmbridge-prime,A
"COMPTON HOUSE, FAIRMILE PARK ROAD, COBHAM, COBHAM, KT11 2PG",COMPTON HOUSE,,FAIRMILE PARK ROAD,COBHAM,COBHAM,KT11 2PG,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3850000,2006-09-29,elmbridge-prime,A
"ELLESMERE, HILL HOUSE DRIVE, WEYBRIDGE, KT13 0NQ",ELLESMERE,,HILL HOUSE DRIVE,,WEYBRIDGE,KT13 0NQ,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:hill-house-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,5500000,2006-09-07,elmbridge-prime,A
"CHARTERS, SOUTH RIDGE, WEYBRIDGE, WEYBRIDGE, KT13 0NF",CHARTERS,,SOUTH RIDGE,WEYBRIDGE,WEYBRIDGE,KT13 0NF,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:south-ridge:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,6000000,2006-08-31,elmbridge-prime,A
"LITTLE PORTNALL, NORTH DRIVE, VIRGINIA WATER, VIRGINIA WATER, GU25 4NQ",LITTLE PORTNALL,,NORTH DRIVE,VIRGINIA WATER,VIRGINIA WATER,GU25 4NQ,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:north-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3750000,2006-08-31,runnymede-wentworth,A
"HATCHFORD HALL, OCKHAM LANE, COBHAM, COBHAM, KT11 1LP",HATCHFORD HALL,,OCKHAM LANE,COBHAM,COBHAM,KT11 1LP,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3200000,2006-08-18,elmbridge-prime,A
"RADLEIGH HOUSE, RAVENSCROFT ROAD, WEYBRIDGE, WEYBRIDGE, KT13 0NX",RADLEIGH HOUSE,,RAVENSCROFT ROAD,WEYBRIDGE,WEYBRIDGE,KT13 0NX,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:ravenscroft-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3800000,2006-08-07,elmbridge-prime,A
"WESTBOURN, PINEWOOD ROAD, VIRGINIA WATER, VIRGINIA WATER, GU25 4PY",WESTBOURN,,PINEWOOD ROAD,VIRGINIA WATER,VIRGINIA WATER,GU25 4PY,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:pinewood-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3500000,2006-08-04,runnymede-wentworth,A
"BROOMFIELD HOUSE, WESTWOOD ROAD, WINDLESHAM, WINDLESHAM, GU20 6LW",BROOMFIELD HOUSE,,WESTWOOD ROAD,WINDLESHAM,WINDLESHAM,GU20 6LW,Surrey Heath,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3125000,2006-08-03,surrey-heath,A
"SUMMERS, THE STREET, WEST CLANDON, GUILDFORD, GU4 7SY",SUMMERS,,THE STREET,WEST CLANDON,GUILDFORD,GU4 7SY,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3100000,2006-07-24,guildford-district,A
"WOODHAY, SUNNINGHILL ROAD, WINDLESHAM, WINDLESHAM, GU20 6PP",WOODHAY,,SUNNINGHILL ROAD,WINDLESHAM,WINDLESHAM,GU20 6PP,Surrey Heath,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,7400000,2006-07-21,surrey-heath,A
"WARREN MERE, WARRENERS LANE, WEYBRIDGE, WEYBRIDGE, KT13 0LH",WARREN MERE,,WARRENERS LANE,WEYBRIDGE,WEYBRIDGE,KT13 0LH,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:warreners-lane:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4050000,2006-07-17,elmbridge-prime,A
"DUNSFOLD RYSE, HIGH STREET GREEN, CHIDDINGFOLD, GODALMING, GU8 4YA",DUNSFOLD RYSE,,HIGH STREET GREEN,CHIDDINGFOLD,GODALMING,GU8 4YA,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3268000,2006-07-10,waverley-south-surrey,A
"22, MEADWAY, ESHER, ESHER, KT10 9HF",22,,MEADWAY,ESHER,ESHER,KT10 9HF,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3275000,2006-07-05,elmbridge-prime,A
"PINE HILL, GRANVILLE ROAD, WEYBRIDGE, KT13 0QL",PINE HILL,,GRANVILLE ROAD,,WEYBRIDGE,KT13 0QL,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:granville-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4725000,2006-06-27,elmbridge-prime,A
"BRAESIDE, THE WARREN, EAST HORSLEY, LEATHERHEAD, KT24 5RH",BRAESIDE,,THE WARREN,EAST HORSLEY,LEATHERHEAD,KT24 5RH,Guildford,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3103900,2006-06-21,guildford-district,A
"WOODLANDS, CAVENDISH ROAD, WEYBRIDGE, WEYBRIDGE, KT13 0JY",WOODLANDS,,CAVENDISH ROAD,WEYBRIDGE,WEYBRIDGE,KT13 0JY,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:cavendish-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3000000,2006-06-20,elmbridge-prime,A
"KINGS CHASE, QUEENS DRIVE, OXSHOTT, LEATHERHEAD, KT22 0PF",KINGS CHASE,,QUEENS DRIVE,OXSHOTT,LEATHERHEAD,KT22 0PF,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4500000,2006-06-14,elmbridge-prime,A
"MOONRIDGE, STAYNE END, VIRGINIA WATER, VIRGINIA WATER, GU25 4PB",MOONRIDGE,,STAYNE END,VIRGINIA WATER,VIRGINIA WATER,GU25 4PB,Runnymede,Detached,wentworth-estate,Wentworth Estate,A,traditional_private_estate,pe:wentworth-estate:stayne-end:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4500000,2006-06-02,runnymede-wentworth,A
"SANDELLS HOUSE, CLIFTONS LANE, REIGATE, REIGATE, RH2 9RA",SANDELLS HOUSE,,CLIFTONS LANE,REIGATE,REIGATE,RH2 9RA,Reigate and Banstead,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3250000,2006-05-31,reigate-banstead,A
"FORTUNE MANOR, OLD AVENUE, WEYBRIDGE, WEYBRIDGE, KT13 0QB",FORTUNE MANOR,,OLD AVENUE,WEYBRIDGE,WEYBRIDGE,KT13 0QB,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3000000,2006-05-18,elmbridge-prime,A
"TANGLEY, WEST ROAD, WEYBRIDGE, WEYBRIDGE, KT13 0LZ",TANGLEY,,WEST ROAD,WEYBRIDGE,WEYBRIDGE,KT13 0LZ,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:west-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3000000,2006-05-12,elmbridge-prime,A
"BRAMBLETYE, OLD AVENUE, WEYBRIDGE, WEYBRIDGE, KT13 0QA",BRAMBLETYE,,OLD AVENUE,WEYBRIDGE,WEYBRIDGE,KT13 0QA,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3100000,2006-05-05,elmbridge-prime,A
"LAKE HOUSE, GOLF CLUB ROAD, WEYBRIDGE, WEYBRIDGE, KT13 0NJ",LAKE HOUSE,,GOLF CLUB ROAD,WEYBRIDGE,WEYBRIDGE,KT13 0NJ,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:golf-club-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,6700000,2006-04-28,elmbridge-prime,A
"EASTWATER HOUSE, SNOWDENHAM LANE, BRAMLEY, GUILDFORD, GU5 0DB",EASTWATER HOUSE,,SNOWDENHAM LANE,BRAMLEY,GUILDFORD,GU5 0DB,Waverley,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,4000000,2006-04-12,waverley-south-surrey,A
"12, BIRDS HILL ROAD, OXSHOTT, LEATHERHEAD, KT22 0NJ",12,,BIRDS HILL ROAD,OXSHOTT,LEATHERHEAD,KT22 0NJ,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3850000,2006-04-10,elmbridge-prime,A
"HEATHRIDGE HOUSE, MOLES HILL, OXSHOTT, LEATHERHEAD, KT22 0QB",HEATHRIDGE HOUSE,,MOLES HILL,OXSHOTT,LEATHERHEAD,KT22 0QB,Elmbridge,Detached,,,,,,surrey-private-estates-2026-07-19-corrected-4,,,3050000,2006-03-24,elmbridge-prime,A
"ABBOTSWOOD, 8, ABBOTSWOOD DRIVE, WEYBRIDGE, WEYBRIDGE, KT13 0LT","ABBOTSWOOD, 8",,ABBOTSWOOD DRIVE,WEYBRIDGE,WEYBRIDGE,KT13 0LT,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:abbotswood-drive:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3550000,2006-03-18,elmbridge-prime,A
"ORMIDALE, EAST ROAD, WEYBRIDGE, WEYBRIDGE, KT13 0LF",ORMIDALE,,EAST ROAD,WEYBRIDGE,WEYBRIDGE,KT13 0LF,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:east-road:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,4880000,2006-03-15,elmbridge-prime,A
"SILVANA, GRANVILLE CLOSE, WEYBRIDGE, WEYBRIDGE, KT13 0QH",SILVANA,,GRANVILLE CLOSE,WEYBRIDGE,WEYBRIDGE,KT13 0QH,Elmbridge,Detached,st-georges-hill,St George's Hill,A,traditional_private_estate,pe:st-georges-hill:granville-close:whole,surrey-private-estates-2026-07-19-corrected-4,verified,partial_ready,3000000,2005-12-20,elmbridge-prime,A
